首字母,词条,文献,
,,2019，崔惠善，梁启超译著中的日语词汇及其对中韩的影响―以《时务报》、《清议报》、《新民丛报》为素材，関西大学外国語教育学研究科博士論文,
,进化,"1991，林基成.天演=进化?=进步? 重读《天演论》[J].读书,1991(12):29-38.",
,,"2006，苏中立.天演、进化、进步的内涵及其关系研究述评[J].安徽史学,2006(04):65-68.",
,,"2009，刘阳.进化与天演——重读严译《天演论》[J].西北民族研究,2009(01):91-100",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2012，惠萍.“天演”的进化——基于传播学视角的严复思想再考察[J].河南大学学报(社会科学版),2012,52(03):108-117",
,,2013，李冬木，「天演」から「進化」へ ━魯迅の進化論の受容とその展開を中心に，京都大学人文科学研究所所属現代中国研究センター研究報告『近代東アジアにおける翻訳概念の展開』，83-118，袁广泉等译（2015），《近代东亚翻译概念的发生与传播》，社科文献出版社,
,,"2013，张国荣.从“天演”到“进化”——清末民初进化论观念的生成与传播[J].淮北师范大学学报(哲学社会科学版),2013,34(03):14-17",
,,2014，沈國威，近代關鍵詞考源：保守、進步、進化、退化、退步，東亞觀念史集刊，6期，302-323,
,,"2015，李秋霞.对达尔文“进化论”中“evolution”译词的新思考[J].翻译论坛,2015(02):72-75.",
,,2019，沈国威，一名之立 旬月踟蹰：严复译词研究，社会科学文献出版社,
,,2021，安部清哉編，『明治初期理科教科書の近代漢語：中川重麗『博物学階段』にみる実態』，花鳥社,
,进化主义,2010，王中江，进化主义在中国的兴起，中国人民大学出版社,
,进取,2019，崔惠善，梁启超译著中的日语词汇及其对中韩的影响―以《时务报》、《清议报》、《新民丛报》为素材，関西大学外国語教育学研究科博士論文,
,经济,"1996，周振鹤.十九、二十世纪之际中日欧语言接触研究——以‘历史’、‘经济’、‘封建’译语的形成为说[J].传统文化与现代化,1996(06):48-54.",
,,"1997，汪丁丁.“经济”原考[J].读书,1997(02):59-61.",
,,"1997，叶坦.“经济”补考[J].读书,1997(11):135-141.",
,,"2003，冯天瑜.经济·社会·自由:近代汉字术语考释[J].江海学刊,2003(01):22-26.",
,,"2003，方维规.“经济”译名溯源考——是“政治”还是“经济[J].中国社会科学,2003(03):178-188+209.",
,,"2008，方维规.“经济”译名钩沉及相关概念之厘正[J].学术月刊,2008(06):136-146",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2012，冯天瑜.汉字术语近代转换现象辨析——以“经济”、“形而上学”为例[J].哈尔滨工业大学学报(社会科学版),2012,14(02):62-67",
,,"2012，任金帅,王先明.从“生计”到“经济”——西方经济学在清末民初的历史演进[J].历史教学(下半月刊),2012,No.643(03):10-19.",
,,"2015，刘群艺.“理财学”、“生计学”与“经济学”——梁启超的翻译及其经济思想解读[J].贵州社会科学,2015(04)，144-154",
,,2016，冯天瑜等著，近代汉字术语的生成演变与中西日文化互动研究，经济科学出版社,
,,2018，方维规，概念的历史分量——近代中国思想的概念史研究，北京大学出版社,
,,"2018，龚琪峰.“计学”与“经济”之辩——翻译与近代中国经济话语的构建[J].文教资料,2018(09):112-113.",
,,"2018，龚琪峰.“经济”回溯——本体论视角下的中国近代术语翻译[J].中国科技术语,2018,20(02):5-11.",
,,"2018，林彩虹.双重语境下“经济”词义的嬗变与受容[J].六盘水师范学院学报,2018,30(02):55-60",
,,"2019，刘瑾玉.一项概念史角度的考察:economy汉译名与中国古代经济词汇的对接[J].东方翻译,2019(01):12-21.",
,,"2020，橋本行洋，経済（不経済・経済的），日本語学39卷2号，明治書院，42-46	",
,,2021，冯天瑜、聂长顺，三十个关键词的文化史，中国社会科学出版社,
,经济基础,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,经济学,1980，叶世昌，中国经济思想简史，上海人民出版社,
,,"1990，叶世昌.经济学译名源流考[J].复旦学报(社会科学版),1990(05):16-20.",
,,"2013，邹进文,张家源.Economy、Economics中译考——以“富国策”“理财学”“计学”“经济学”为中心的考察[J].河北经贸大学学报,2013,34(04):116-121.",
,,"2015，刘群艺.“理财学”、“生计学”与“经济学”——梁启超的翻译及其经济思想解读[J].贵州社会科学,2015(04):144-154.",
,,"2016，龚琪峰.从“经世济民”到“计学”——翻译中的传统“经济学”的概念转型[J].中国科技术语,2016,18(05):59-64.",
,,2018，方维规，概念的历史分量——近代中国思想的概念史研究，北京大学出版社,
,,2019，沈国威，汉语近代二字词研究：语言接触与汉语的近代演化，华东师范大学出版社,
,经世,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,经验,2019，孫暁「「経験」の展開─日中両語間の相互影響と語義的変容─」大阪大学大学院文学研究科修士論文,
,经度,"2018，黄河清.“经线(子午线)”“纬线”“经度”“纬度”探源[J].中国科技术语,2018,20(03):61-65.",
,,"2021，李伟群.利玛窦在汉语外来词上的贡献:“子午线”“经线”“纬线”等词语探源[J].国际汉学,2021,No.26(01):28-36+202.",
,经线,"2018，黄河清.“经线(子午线)”“纬线”“经度”“纬度”探源[J].中国科技术语,2018,20(03):61-65.",
,,"2021，李伟群.利玛窦在汉语外来词上的贡献:“子午线”“经线”“纬线”等词语探源[J].国际汉学,2021,No.26(01):28-36+202.",
,警察,"2009，梁翠,杨晓辉,王妤.巡捕与警察——论我国近代警察产生的萌芽[J].河南公安高等专科学校学报,2009,18(06):104-107.",
,,2017，王群. 《日本变政考》中的近代新汉字词及其变迁[D].吉林大学硕士论文,
,,"2020，冷岸静.从巡捕、巡警到警察：对近代警察概念群的历史考察[J].警学研究,2020(03):62-70.",
,,2020，冷岸静. 游走于“警察”之间——对警察概念表述文本的解读[D].中国人民公安大学硕士论文,
,,"2021，苏艳,张羽.从“真”到“俗”：佛典著译中的“警察”概念史研究[J].世界宗教文化,2021(06):173-179.",
,痉挛,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,2020，権宇琦，近代医学用語「痙攣」の成立と定着について，立教大学日本語研究26，142-154,
,,2022，権宇琦，日中語彙交流の視点からみる近代和製医学用語の受容と交替，拓殖大学博士論文,
,竞争,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,矩,"2013，王广超.物理学名词moment中文译名之创制及变迁[J].自然科学史研究,2013,32(02):214-226.",
,,"2017，赵慧明,赵玉成.“力矩”一词的前世今生[J].力学与实践,2017,39(04):429-432.",
,举行,2020，趙愛華，「開催」の基本語化――類義語「挙行」との比較――，学習院大学大学院日本語日本文学（16），16-29,
,剧场,"2017，宫宝荣.“剧场”不可取代“戏剧”刍议[J].武汉大学学报(人文科学版),2017,70(06):85-91.",
,,"2017，宫宝荣.正本清源话“theatre”——“剧场艺术”还是“戏剧艺术”?[J].戏剧艺术,2017(01):18-26.",
,,"2020，宫宝荣.与其跟风“剧场”，不如坚守“戏剧”——再议postdramatic theater的中文译名[J].戏剧艺术,2020(05):29-39.",
,,"2021，高子文.“戏剧”和“剧场”:概念考辨与文化探寻[J].戏剧艺术,2021(05):72-84",
,,"2021，黄觉.“戏”“剧”“(剧)场”的语文学辨析——兼议drama和theatre的翻译问题[J].戏剧艺术,2021(05):85-94.",
,觉悟,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
K,,,
,咖啡,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,,2020，田野村忠温，コーヒーを表す中国語名称の変遷，或問，第37号，41-60,
,,"2021, 田野村忠温，音訳語「珈琲」の歴史，阪大日本語研究33号，33-60 ",
,,2023，田野村忠温，近代日中新語の諸相，和泉書院,
,开催,2020，趙愛華，「開催」の基本語化――類義語「挙行」との比較――，学習院大学大学院日本語日本文学（16），16-29,
,开发,2022，畢亜莉，新漢語「発展」の基本語化と類義語「開発」との比較:「太陽コーパス」を中心に，北海道大学大学院文学研究科研究論集21号，55-72,
,开化,2018，伊藤真梨子，近代漢語「開化」「半開」「未開」小考，学習院大学大学院日本語日本文学14号，77-97,
,刊发,"2023，畢亜莉，日中同素異順語「発刊-刊発」および中国語「発刊辞/詞」（ファカンツ）の成立について，北海道大学大学院文学研究科研究論集22号,45-64",
,康健,2018，荒川清秀，日中漢語の生成と交流・受容 : 漢語語基の意味と造語力，白帝社,
,考古学,"2000,沈颂金.传统金石学向近代考古学的转变——以马衡为中心的考察[J].学习与探索,2000(04):120-124.",
,,"2007，徐玲.民国时期考古学概念的演变[J].历史教学(高校版),2007,No.533(08):80-85.",
,考虑,2019，沈国威，汉语近代二字词研究：语言接触与汉语的近代演化，华东师范大学出版社,
,,2021，楊馳，近代二字漢語動詞の形成と展開 : 日中言語接触と語彙近代化の視点からの考察，関西大学外国語教育学研究科博士論文,
,可能,"2014，胡静书.推测副词“可能”的来源[J].语言研究,2014,34(03):59-63.",
,,2017，田野村忠温，近現代語「可能」の成立—日中両語間の双方向的影響—，大阪大学大学院文学研究科紀要. 57，97-150,
,,"2022，李雪敏.现代汉语中的日源词新探——以“可能”“普通”为例[J].汉字文化,2022,No.301(03):129-131.",
,,2023，田野村忠温，近代日中新語の諸相，和泉書院,
,科学,"1981，杨文衡.“科学”一词的来历[J].中国科技史料,1981(03):101-104.",
,,"1985，袁翰青，“科学”“技术”两词溯源，《北京晚报》, 1985 年9月19日, 3 版",
,,"1988，樊洪业.从“格致”到“科学”[J].自然辩证法通讯,1988(03):39-50+80.",
,,"1990，王果明.从“格致学”到“科学”——近代中国对“科学”认识的深化[J].中州学刊,1990(02):38-43.",
,,"1995，李双璧.从“格致”到“科学”:中国近代科技观的演变轨迹[J].贵州社会科学,1995(05):102-107.",
,,"1997，樊洪业.“科学”概念与《科学》杂志[J].科学,1997,49(06):13-15+2.",
,,"2003，朱发建.清末国人科学观的演化:从“格致”到“科学”的词义考辨[J].湖南师范大学社会科学学报,2003(04):79-82.",
,,"2004，冯天瑜.近代汉字术语创制的两种类型——以""科学""、""哲学""为例[J].术语标准化与信息技术,2004(04):15-21.",
,,"2004，姚雅欣,高策.从传统“格致”到现代“科学”:梁启超“科学”观念透视[J].科学技术与辩证法,2004(06):79-82.",
,,"2005，金观涛,刘青峰.“科举”和“科学”重大社会事件和观念转化的案例研究[J].科学文化评论,2005(03):5-15.",
,,"2005，席泽宗.关于“科学”一词的来历[J].历史教学,2005(11):61.",
,,"2005，朱发建.最早引进“科学”一词的中国人辨析[J].吉首大学学报(社会科学版),2005(02):59-61.",
,,"2007，顾红亮.梁漱溟的“科学”概念[J].中国哲学史,2007(03):112-120.",
,,"2007，李醒民.“科学”和“技术”的源流[J].河南社会科学,2007(05):15-18.",
